Date,ABB.ST,ASSA-B.ST,ATCO-A.ST,ERIC-B.ST,HEXA-B.ST,INVE-B.ST,SAND.ST,SEB-A.ST,SHB-A.ST,VOLV-B.ST
2020-07-28,215.0303955078125,181.33839416503906,91.66796112060547,82.67476654052734,83.54666137695312,118.7444076538086,141.9343719482422,59.60889434814453,47.57160949707031,101.92440032958984
2020-07-29,214.27291870117188,180.4759979248047,92.05667877197266,82.75662231445312,82.89350128173828,119.56208038330078,142.35061645507812,59.56846618652344,47.439151763916016,103.6231460571289
2020-07-30,210.01210021972656,177.88868713378906,89.99878692626953,81.05401611328125,81.41680908203125,116.79108428955078,137.5223388671875,57.411651611328125,45.88287353515625,100.8136978149414
2020-07-31,206.88746643066406,173.98500061035156,88.4667739868164,82.51104736328125,80.76365661621094,117.33618927001953,135.35792541503906,57.04768371582031,45.68419647216797,98.5922622680664
2020-08-03,213.61012268066406,181.0206756591797,91.23351287841797,83.98446655273438,83.12068939208984,121.19743347167969,140.0613555908203,57.96432876586914,46.15880584716797,101.49972534179688
2020-08-04,212.37921142578125,179.43197631835938,88.94695281982422,83.77982330322266,82.38233947753906,119.28953552246094,139.6034698486328,57.53296661376953,46.390594482421875,102.02240753173828
2020-08-05,213.5154266357422,179.97666931152344,90.18169403076172,82.8384780883789,83.80223846435547,120.87944793701172,141.060302734375,57.47905349731445,46.31333541870117,103.55780792236328
2020-08-06,213.42074584960938,178.79649353027344,90.25028991699219,82.96126556396484,83.2342758178711,120.37976837158203,140.5192108154297,58.004764556884766,46.11465835571289,103.6884765625
2020-08-07,214.08355712890625,179.15960693359375,90.41035461425781,83.1249771118164,84.5121841430664,121.19743347167969,140.35269165039062,57.546451568603516,45.805606842041016,103.23111724853516
2020-08-10,214.6516571044922,177.7071075439453,90.50182342529297,82.96126556396484,83.06388854980469,121.10658264160156,141.060302734375,58.51701354980469,46.83209228515625,104.53784942626953
2020-08-11,217.77626037597656,180.6575469970703,92.35393524169922,83.5751953125,85.13693237304688,123.24162292480469,147.67832946777344,59.23145294189453,48.4214973449707,107.28197479248047
2020-08-12,218.06033325195312,181.42919921875,91.69083404541016,84.7621078491211,85.02334594726562,123.74132537841797,147.2205047607422,58.436126708984375,48.78573989868164,106.98796081542969
2020-08-13,217.96563720703125,180.4759979248047,92.37679290771484,84.27095031738281,85.19373321533203,123.19620513916016,147.59510803222656,58.46309280395508,48.59809494018555,106.56327819824219
